rows,columns,threads,time
5000,5000,1,0.178945
5000,5000,1,0.160240
5000,5000,1,0.146837
5000,5000,1,0.139000
5000,5000,1,0.132580
5000,5000,1,0.127715
5000,5000,1,0.124403
5000,5000,1,0.123154
5000,5000,1,0.119449
5000,5000,1,0.119634
5000,5000,1,0.118522
5000,5000,1,0.115959
5000,5000,1,0.115888
5000,5000,1,0.115944
5000,5000,1,0.115925
5000,5000,1,0.115676
5000,5000,1,0.115755
5000,5000,1,0.116068
5000,5000,1,0.115782
5000,5000,1,0.115873
5000,5000,1,0.112536
5000,5000,1,0.112494
5000,5000,1,0.113960
5000,5000,1,0.115908
5000,5000,1,0.115901
5000,5000,1,0.115748
5000,5000,1,0.115678
5000,5000,1,0.112475
5000,5000,1,0.112388
5000,5000,1,0.115432
5000,5000,1,0.115880
5000,5000,1,0.115860
5000,5000,1,0.115950
5000,5000,1,0.115980
5000,5000,1,0.114985
5000,5000,1,0.112523
5000,5000,1,0.112424
5000,5000,1,0.115229
5000,5000,1,0.115899
5000,5000,1,0.115992
5000,5000,1,0.115869
5000,5000,1,0.115781
5000,5000,1,0.115992
5000,5000,1,0.115828
5000,5000,1,0.112528
5000,5000,1,0.112685
5000,5000,1,0.115771
5000,5000,1,0.116026
5000,5000,1,0.115907
5000,5000,1,0.115659
5000,5000,1,0.115731
5000,5000,1,0.115904
5000,5000,1,0.115965
5000,5000,1,0.115641
5000,5000,1,0.112526
5000,5000,1,0.113490
5000,5000,1,0.115924
5000,5000,1,0.116244
5000,5000,1,0.115952
5000,5000,1,0.116009
5000,5000,1,0.116038
5000,5000,1,0.116081
5000,5000,1,0.115995
5000,5000,1,0.115608
5000,5000,1,0.112610
5000,5000,1,0.113326
5000,5000,1,0.116016
5000,5000,1,0.115984
5000,5000,1,0.115915
5000,5000,1,0.115933
5000,5000,1,0.115822
5000,5000,1,0.116072
5000,5000,1,0.115893
5000,5000,1,0.115992
5000,5000,1,0.116269
5000,5000,1,0.115353
5000,5000,1,0.112608
5000,5000,1,0.113779
5000,5000,1,0.115965
5000,5000,1,0.115830
5000,5000,1,0.115925
5000,5000,1,0.115960
5000,5000,1,0.115954
5000,5000,1,0.115705
5000,5000,1,0.115804
5000,5000,1,0.116066
5000,5000,1,0.115950
5000,5000,1,0.115871
5000,5000,1,0.112465
5000,5000,1,0.113741
5000,5000,1,0.115704
5000,5000,1,0.115818
5000,5000,1,0.115931
5000,5000,1,0.115862
5000,5000,1,0.115972
5000,5000,1,0.115901
5000,5000,1,0.115950
5000,5000,1,0.115909
5000,5000,1,0.115932
5000,5000,1,0.115756
5000,5000,1,0.116072
5000,5000,1,0.115926
5000,5000,1,0.115976
5000,5000,1,0.115888
5000,5000,1,0.116082
5000,5000,1,0.115864
5000,5000,1,0.112312
5000,5000,1,0.113825
5000,5000,1,0.115925
5000,5000,1,0.115982
5000,5000,1,0.115921
5000,5000,1,0.115909
5000,5000,1,0.115914
5000,5000,1,0.115963
5000,5000,1,0.115875
5000,5000,1,0.115904
5000,5000,1,0.116141
5000,5000,1,0.115869
5000,5000,1,0.115864
5000,5000,1,0.115979
5000,5000,1,0.116056
5000,5000,1,0.115692
5000,5000,1,0.112349
5000,5000,1,0.113883
5000,5000,1,0.115820
5000,5000,1,0.115956
5000,5000,1,0.115775
5000,5000,1,0.116140
5000,5000,1,0.115894
5000,5000,1,0.115878
5000,5000,1,0.115789
5000,5000,1,0.115827
5000,5000,1,0.115931
5000,5000,1,0.115854
5000,5000,1,0.115887
5000,5000,1,0.115875
5000,5000,1,0.115971
5000,5000,1,0.115982
5000,5000,1,0.115915
5000,5000,1,0.115919
5000,5000,1,0.115958
5000,5000,1,0.116030
5000,5000,1,0.115871
5000,5000,1,0.115933
5000,5000,1,0.115882
5000,5000,1,0.115660
5000,5000,1,0.112723
5000,5000,1,0.114145
5000,5000,1,0.115736
5000,5000,1,0.115969
5000,5000,1,0.115938
5000,5000,1,0.115955
5000,5000,1,0.115848
5000,5000,1,0.115901
5000,5000,1,0.115966
5000,5000,1,0.115871
5000,5000,1,0.115921
5000,5000,1,0.115708
5000,5000,1,0.115977
5000,5000,1,0.115842
5000,5000,1,0.115827
5000,5000,1,0.115933
5000,5000,1,0.115879
5000,5000,1,0.115951
5000,5000,1,0.115836
5000,5000,1,0.115964
5000,5000,1,0.115906
5000,5000,1,0.115968
5000,5000,1,0.115860
5000,5000,1,0.115923
5000,5000,1,0.115988
5000,5000,1,0.115773
5000,5000,1,0.115873
5000,5000,1,0.115927
5000,5000,1,0.115925
5000,5000,1,0.115934
5000,5000,1,0.115923
5000,5000,1,0.115962
5000,5000,1,0.115933
5000,5000,1,0.115832
5000,5000,1,0.115663
5000,5000,1,0.115791
5000,5000,1,0.115910
5000,5000,1,0.115954
5000,5000,1,0.115853
5000,5000,1,0.115906
5000,5000,1,0.115893
5000,5000,1,0.115875
5000,5000,1,0.115919
5000,5000,1,0.116104
5000,5000,1,0.115651
5000,5000,1,0.115818
5000,5000,1,0.115890
5000,5000,1,0.115892
5000,5000,1,0.115884
5000,5000,1,0.115666
5000,5000,1,0.115913
5000,5000,1,0.115988
5000,5000,1,0.115883
5000,5000,1,0.115911
